run_index	run_name	replicate	config_file	result_dir	fastq_file	genome	AAV	IS_site_bias	clonality	genome_fnam	AAV_genome_fnam	tes_panel_fnam	prob_file	empirical_sizes	sampling_prob_bed	expansion	events	seed	fastq_md5sum
11	HESI_ISA_simulation_011	rep1	config_files/HESI_ISA_simulation_011.yaml	simulation_output/HESI_ISA_simulation_011	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		[100, 1]	901	1001	f210ce6956d9934425066d186dcea7bb
11	HESI_ISA_simulation_011	rep2	config_files/HESI_ISA_simulation_011.yaml	simulation_output/HESI_ISA_simulation_011	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		[100, 1]	901	1002	e00cb43947d43182c15e47e4b24adf05
11	HESI_ISA_simulation_011	rep3	config_files/HESI_ISA_simulation_011.yaml	simulation_output/HESI_ISA_simulation_011	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		[100, 1]	901	1003	41119eb3a2e29f5130a675d812869e70
12	HESI_ISA_simulation_012	rep1	config_files/HESI_ISA_simulation_012.yaml	simulation_output/HESI_ISA_simulation_012	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		1	1000	1101	67397bb16dcbbf4908b8f5023819cb4d
12	HESI_ISA_simulation_012	rep2	config_files/HESI_ISA_simulation_012.yaml	simulation_output/HESI_ISA_simulation_012	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		1	1000	1102	438bc0379d528b1792fc21876c80bc7a
12	HESI_ISA_simulation_012	rep3	config_files/HESI_ISA_simulation_012.yaml	simulation_output/HESI_ISA_simulation_012	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt		1	1000	1103	387fe202bb6f5f4f5bad7a2189e92bb2
13	HESI_ISA_simulation_013	rep1	config_files/HESI_ISA_simulation_013.yaml	simulation_output/HESI_ISA_simulation_013	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	1201	e9a929e81a4cd8f8e2e5f15ac46e79be
13	HESI_ISA_simulation_013	rep2	config_files/HESI_ISA_simulation_013.yaml	simulation_output/HESI_ISA_simulation_013	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	1202	6d859b5662ba3ce86906314ef59cb1c0
13	HESI_ISA_simulation_013	rep3	config_files/HESI_ISA_simulation_013.yaml	simulation_output/HESI_ISA_simulation_013	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	1203	1c7f644db6dbba47e1acafed75412ffa
14	HESI_ISA_simulation_014	rep1	config_files/HESI_ISA_simulation_014.yaml	simulation_output/HESI_ISA_simulation_014	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[500, 1]	501	1301	4b98f73dfcad8d303fc658af12fef42a
14	HESI_ISA_simulation_014	rep2	config_files/HESI_ISA_simulation_014.yaml	simulation_output/HESI_ISA_simulation_014	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[500, 1]	501	1302	6a1ca6354b30a8c713dab7e395011469
14	HESI_ISA_simulation_014	rep3	config_files/HESI_ISA_simulation_014.yaml	simulation_output/HESI_ISA_simulation_014	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[500, 1]	501	1303	bcb2bb1d6a4756607e8ce04b0ed77475
15	HESI_ISA_simulation_015	rep1	config_files/HESI_ISA_simulation_015.yaml	simulation_output/HESI_ISA_simulation_015	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[100, 1]	901	1401	6a26abfeac12d061282d43e0b9ba60c4
15	HESI_ISA_simulation_015	rep2	config_files/HESI_ISA_simulation_015.yaml	simulation_output/HESI_ISA_simulation_015	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[100, 1]	901	1402	8702eea328c39873538336ce97d9c04b
15	HESI_ISA_simulation_015	rep3	config_files/HESI_ISA_simulation_015.yaml	simulation_output/HESI_ISA_simulation_015	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[100, 1]	901	1403	02bd3221c24520bb9e116b12a51a451f
16	HESI_ISA_simulation_016	rep1	config_files/HESI_ISA_simulation_016.yaml	simulation_output/HESI_ISA_simulation_016	rep1_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	1	1000	1501	442b95cf23dc557036568d45919d50e8
16	HESI_ISA_simulation_016	rep2	config_files/HESI_ISA_simulation_016.yaml	simulation_output/HESI_ISA_simulation_016	rep2_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	1	1000	1502	a870fe61a5381469473a24cab6f25edb
16	HESI_ISA_simulation_016	rep3	config_files/HESI_ISA_simulation_016.yaml	simulation_output/HESI_ISA_simulation_016	rep3_simulated_reads.fastq.gz	HG001	rAAVrh74.MHCK7.microdystrophin	Liver	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_tes_panel.fa	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_breakend_prob.bed	../AAVs/rAAVrh74.MHCK7.microdystrophin/rAAVrh74.MHCK7.microdystrophin_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	1	1000	1503	9d120005a766b53423886475e691bc6f
17	HESI_ISA_simulation_017	rep1	config_files/HESI_ISA_simulation_017.yaml	simulation_output/HESI_ISA_simulation_017	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[900, 1]	101	1601	61d330277dc17fc9f7a7004862947cb1
17	HESI_ISA_simulation_017	rep2	config_files/HESI_ISA_simulation_017.yaml	simulation_output/HESI_ISA_simulation_017	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[900, 1]	101	1602	19aec38d8d3f19b489d123d58dc6ff3e
17	HESI_ISA_simulation_017	rep3	config_files/HESI_ISA_simulation_017.yaml	simulation_output/HESI_ISA_simulation_017	rep3_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[900, 1]	101	1603	6aabcc062fb3566f247c62593ee60b13
18	HESI_ISA_simulation_018	rep1	config_files/HESI_ISA_simulation_018.yaml	simulation_output/HESI_ISA_simulation_018	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[500, 1]	501	1701	ee221fd5f6f8fb47be989fa1a60d289a
18	HESI_ISA_simulation_018	rep2	config_files/HESI_ISA_simulation_018.yaml	simulation_output/HESI_ISA_simulation_018	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[500, 1]	501	1702	a1bec21794406c16c00bd525f666cb22
18	HESI_ISA_simulation_018	rep3	config_files/HESI_ISA_simulation_018.yaml	simulation_output/HESI_ISA_simulation_018	rep3_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[500, 1]	501	1703	5a213069de7100e50cd19328cdf9c8d6
19	HESI_ISA_simulation_019	rep1	config_files/HESI_ISA_simulation_019.yaml	simulation_output/HESI_ISA_simulation_019	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[100, 1]	901	1801	0ed8570ea44609b7cd28fd2944e58ed4
19	HESI_ISA_simulation_019	rep2	config_files/HESI_ISA_simulation_019.yaml	simulation_output/HESI_ISA_simulation_019	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[100, 1]	901	1802	2076528e6bc950d5fe9e5438bfbc6da4
19	HESI_ISA_simulation_019	rep3	config_files/HESI_ISA_simulation_019.yaml	simulation_output/HESI_ISA_simulation_019	rep3_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	100/900	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		[100, 1]	901	1803	0341e9fa8ef450eacc870e2fbfc712c5
20	HESI_ISA_simulation_020	rep1	config_files/HESI_ISA_simulation_020.yaml	simulation_output/HESI_ISA_simulation_020	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		1	1000	1901	b041ada3190ff366f72e57de95eb6713
20	HESI_ISA_simulation_020	rep2	config_files/HESI_ISA_simulation_020.yaml	simulation_output/HESI_ISA_simulation_020	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		1	1000	1902	421ed73299d9b7f5e1998433503be19d
20	HESI_ISA_simulation_020	rep3	config_files/HESI_ISA_simulation_020.yaml	simulation_output/HESI_ISA_simulation_020	rep3_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	uniform	1000	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt		1	1000	1903	30f8d2c5cd91aeff31712f9ad4911e19
21	HESI_ISA_simulation_021	rep1	config_files/HESI_ISA_simulation_021.yaml	simulation_output/HESI_ISA_simulation_021	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	2001	de9a37136ca01da3e7fe124f5189214e
21	HESI_ISA_simulation_021	rep2	config_files/HESI_ISA_simulation_021.yaml	simulation_output/HESI_ISA_simulation_021	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	2002	6fef304d245078d4bfe19f98516a31a5
21	HESI_ISA_simulation_021	rep3	config_files/HESI_ISA_simulation_021.yaml	simulation_output/HESI_ISA_simulation_021	rep3_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	Liver	900/100	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[900, 1]	101	2003	8b7f54cb1501721600748a073949c0f0
22	HESI_ISA_simulation_022	rep1	config_files/HESI_ISA_simulation_022.yaml	simulation_output/HESI_ISA_simulation_022	rep1_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	Liver	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[500, 1]	501	2101	c58737d3f7365630906b518fbaa2480c
22	HESI_ISA_simulation_022	rep2	config_files/HESI_ISA_simulation_022.yaml	simulation_output/HESI_ISA_simulation_022	rep2_simulated_reads.fastq.gz	HG001	pFZ-CBI-CAG-FXNco3	Liver	500/500	../genomes/HG001_GRCh38.hap1.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_tes_panel.fa	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_breakend_prob.bed	../AAVs/pFZ-CBI-CAG-FXNco3/pFZ-CBI-CAG-FXNco3_ISlen.txt	../integration_site_bias/liver_integration_bias.bed	[500, 1]	501	2102	3d7896d0cd686b7dbda9aac38233a36f
